DonorID,DonationDate,DonationAmount,Channel,Region,FirstDonationDate,Engagement,Frequency
D02173,2022-12-13,39.47,Event,Manchester,2022-04-20,Yes,10
D02173,2023-08-02,106.16,Campaign,Liverpool,2022-04-20,No,10
D02173,2022-06-24,11.7,Online,Manchester,2022-04-20,No,10
D02173,2024-12-10,61.26,Shop,London,2022-04-20,Yes,10
D02173,2023-08-07,22.74,Event,Manchester,2022-04-20,Yes,10
D02173,2022-05-31,13.48,Campaign,Edinburgh,2022-04-20,No,10
D02173,2023-02-06,39.28,Online,Leeds,2022-04-20,No,10
D02174,2022-06-19,10.63,Event,London,2020-03-18,Yes,3
D02174,2020-07-16,110.21,Campaign,London,2020-03-18,Yes,3
D02174,2020-12-07,62.13,Event,London,2020-03-18,Yes,3
D02175,2023-11-11,25.99,Shop,London,2021-01-19,Yes,3
D02175,2023-04-21,47.18,Event,Manchester,2021-01-19,Yes,3
D02175,2023-01-06,46.07,Campaign,London,2021-01-19,No,3
D02176,2022-04-13,38.06,Shop,Manchester,2021-04-24,No,2
D02176,2022-04-06,24.8,Shop,London,2021-04-24,Yes,2
D02177,2023-08-07,13.26,Shop,Glasgow,2022-08-24,No,3
D02177,2023-10-21,41.63,Shop,Edinburgh,2022-08-24,No,3
D02177,2023-05-19,32.53,Event,Glasgow,2022-08-24,Yes,3
D02178,2023-04-17,14.99,Campaign,Manchester,2020-07-01,No,5
D02178,2021-07-13,34.27,Online,Leeds,2020-07-01,Yes,5
D02178,2021-04-24,61.01,Online,Leeds,2020-07-01,No,5
D02178,2023-07-24,19.2,Campaign,Leeds,2020-07-01,Yes,5
D02178,2023-11-21,21.01,Shop,Glasgow,2020-07-01,No,5
D02179,2024-06-08,18.5,Event,Liverpool,2022-10-04,No,2
D02179,2024-06-11,69.92,Campaign,Birmingham,2022-10-04,Yes,2
D02180,2023-06-20,11.4,Campaign,Edinburgh,2022-12-31,Yes,4
D02180,2024-10-23,27.38,Campaign,Manchester,2022-12-31,Yes,4
D02180,2024-01-12,10.36,Online,Birmingham,2022-12-31,No,4
D02180,2024-02-20,11.79,Event,Leeds,2022-12-31,Yes,4
D02181,2023-12-17,29.88,Shop,Leeds,2020-09-23,Yes,3
D02181,2023-08-07,19.86,Online,Birmingham,2020-09-23,No,3
D02181,2021-11-01,58.58,Campaign,Manchester,2020-09-23,Yes,3
D02182,2023-08-03,38.87,Online,Leeds,2023-07-29,Yes,1
D02183,2023-01-01,19.92,Shop,Leeds,2020-06-11,Yes,3
D02183,2023-08-08,17.75,Campaign,Glasgow,2020-06-11,Yes,3
D02183,2022-01-23,28.32,Event,Glasgow,2020-06-11,Yes,3
D02184,2023-06-07,28.25,Event,Liverpool,2022-12-23,No,6
D02184,2023-06-10,25.43,Online,Glasgow,2022-12-23,Yes,6
D02184,2024-10-22,51.15,Event,Manchester,2022-12-23,Yes,6
D02184,2024-07-17,60.2,Event,Leeds,2022-12-23,No,6
D02185,2023-10-27,102.77,Shop,Edinburgh,2022-07-19,No,4
D02185,2022-12-27,86.46,Event,Edinburgh,2022-07-19,No,4
D02185,2023-03-05,166.72,Shop,Leeds,2022-07-19,Yes,4
D02186,2023-02-07,15.88,Campaign,Glasgow,2022-12-10,No,6
D02187,2021-11-24,33.24,Campaign,Glasgow,2021-11-07,Yes,6
D02187,2023-10-08,48.33,Shop,Manchester,2021-11-07,Yes,6
D02187,2022-08-01,27.27,Shop,London,2021-11-07,No,6
D02187,2023-04-21,65.89,Event,Edinburgh,2021-11-07,Yes,6
D02188,2023-08-01,26.83,Online,Glasgow,2022-03-07,Yes,4
D02188,2023-05-10,64.36,Online,Leeds,2022-03-07,Yes,4
D02188,2023-09-05,118.0,Online,London,2022-03-07,Yes,4
D02189,2023-01-16,79.32,Shop,Edinburgh,2020-02-29,Yes,6
D02189,2021-03-18,29.96,Online,Edinburgh,2020-02-29,Yes,6
D02189,2022-10-09,10.58,Online,Liverpool,2020-02-29,Yes,6
D02189,2021-03-01,32.95,Shop,Liverpool,2020-02-29,No,6
D02189,2024-02-05,58.83,Campaign,Birmingham,2020-02-29,No,6
D02189,2020-05-16,37.85,Campaign,Birmingham,2020-02-29,Yes,6
D02190,2024-03-05,12.69,Campaign,Leeds,2023-05-06,No,5
D02190,2023-07-21,30.16,Online,Manchester,2023-05-06,Yes,5
D02191,2021-08-26,94.03,Campaign,Edinburgh,2020-06-23,Yes,6
D02191,2024-03-24,36.03,Event,Edinburgh,2020-06-23,Yes,6
D02191,2023-04-22,10.68,Event,London,2020-06-23,Yes,6
D02191,2022-05-18,10.21,Campaign,Edinburgh,2020-06-23,Yes,6
D02191,2022-09-14,33.19,Campaign,Glasgow,2020-06-23,Yes,6
D02191,2022-09-20,154.09,Shop,Edinburgh,2020-06-23,Yes,6
D02192,2024-03-13,82.32,Online,Birmingham,2022-07-26,No,2
D02193,2024-09-20,43.8,Campaign,Edinburgh,2023-12-05,No,6
D02193,2023-12-13,79.35,Online,Glasgow,2023-12-05,Yes,6
D02193,2024-11-18,80.02,Event,London,2023-12-05,No,6
D02193,2024-07-11,28.4,Online,Manchester,2023-12-05,No,6
D02194,2024-09-28,92.83,Campaign,London,2021-04-19,No,7
D02194,2023-05-07,134.09,Online,Manchester,2021-04-19,Yes,7
D02194,2022-08-26,17.65,Event,Birmingham,2021-04-19,Yes,7
D02194,2023-10-25,19.89,Shop,Liverpool,2021-04-19,Yes,7
D02194,2022-04-22,23.66,Shop,London,2021-04-19,No,7
D02194,2024-01-22,26.7,Event,Glasgow,2021-04-19,No,7
D02194,2023-01-01,15.67,Campaign,London,2021-04-19,Yes,7
D02195,2024-07-17,80.49,Campaign,Birmingham,2022-08-27,No,2
D02196,2021-07-17,139.33,Shop,Birmingham,2020-04-04,No,3
D02196,2022-09-25,81.83,Campaign,Glasgow,2020-04-04,No,3
D02196,2022-05-17,197.59,Campaign,Glasgow,2020-04-04,Yes,3
D02197,2023-05-03,27.38,Shop,Leeds,2021-08-27,No,2
D02197,2021-11-30,107.85,Event,London,2021-08-27,No,2
D02198,2022-04-27,16.69,Online,Liverpool,2020-08-10,No,2
D02198,2021-08-14,25.17,Online,London,2020-08-10,No,2
D02199,2022-12-20,34.43,Campaign,Leeds,2022-04-03,Yes,2
D02199,2024-05-16,35.97,Online,Edinburgh,2022-04-03,No,2
D02200,2021-09-24,69.47,Campaign,Leeds,2020-03-06,Yes,8
D02200,2021-04-26,292.46,Shop,Manchester,2020-03-06,No,8
D02200,2020-06-20,84.56,Campaign,Manchester,2020-03-06,Yes,8
D02200,2021-04-15,235.5,Online,Liverpool,2020-03-06,No,8
D02200,2022-07-07,13.41,Campaign,Liverpool,2020-03-06,No,8
D02200,2020-05-12,22.88,Event,Glasgow,2020-03-06,Yes,8
D02200,2022-11-04,77.12,Online,London,2020-03-06,Yes,8
D02200,2022-11-05,42.73,Campaign,Leeds,2020-03-06,No,8
D02201,2024-11-23,30.72,Event,London,2022-08-10,No,3
D02201,2023-11-25,50.33,Shop,Leeds,2022-08-10,No,3
D02202,2024-08-24,78.31,Shop,London,2023-03-31,Yes,5
D02202,2024-11-09,11.0,Campaign,Birmingham,2023-03-31,No,5
D02202,2024-07-26,39.11,Shop,Birmingham,2023-03-31,Yes,5
D02203,2023-10-23,232.36,Online,Edinburgh,2023-04-19,Yes,4
D02204,2024-06-02,91.33,Event,Manchester,2022-12-02,Yes,4
D02204,2024-11-15,14.9,Campaign,Leeds,2022-12-02,No,4
D02205,2024-12-20,93.69,Campaign,Leeds,2021-02-22,No,6
D02205,2023-08-13,53.09,Shop,Leeds,2021-02-22,No,6
D02205,2024-04-30,11.4,Campaign,Glasgow,2021-02-22,Yes,6
D02205,2024-08-25,21.43,Campaign,Glasgow,2021-02-22,Yes,6
D02205,2021-07-31,19.32,Online,Manchester,2021-02-22,Yes,6
D02205,2023-05-01,33.52,Campaign,Leeds,2021-02-22,No,6
D02206,2024-08-01,111.1,Shop,Edinburgh,2023-03-16,Yes,3
D02206,2024-07-17,16.52,Campaign,London,2023-03-16,No,3
D02207,2022-11-09,51.79,Campaign,Edinburgh,2020-06-13,No,5
D02207,2023-05-31,157.24,Campaign,Birmingham,2020-06-13,No,5
D02207,2023-11-06,43.16,Campaign,London,2020-06-13,No,5
D02207,2023-03-22,11.96,Shop,Liverpool,2020-06-13,Yes,5
D02207,2024-05-22,52.97,Shop,Manchester,2020-06-13,No,5
D02208,2021-02-27,60.69,Online,Liverpool,2020-08-14,No,2
D02208,2023-12-24,65.08,Event,Glasgow,2020-08-14,Yes,2
D02209,2021-12-22,81.75,Event,Edinburgh,2020-04-02,Yes,1
D02210,2024-08-21,32.27,Online,Liverpool,2023-03-04,No,6
D02210,2023-09-15,22.75,Campaign,Manchester,2023-03-04,Yes,6
D02210,2024-03-31,47.43,Shop,Glasgow,2023-03-04,Yes,6
D02211,2024-01-24,114.64,Shop,Glasgow,2022-04-21,No,3
D02211,2022-08-08,103.57,Event,Manchester,2022-04-21,No,3
D02212,2021-11-13,21.01,Event,Glasgow,2020-05-14,Yes,4
D02212,2022-09-04,11.89,Shop,Birmingham,2020-05-14,Yes,4
D02212,2023-05-28,39.31,Shop,Manchester,2020-05-14,No,4
D02212,2021-11-15,145.05,Campaign,Birmingham,2020-05-14,Yes,4
D02213,2021-05-21,71.13,Event,London,2021-01-28,Yes,4
D02213,2022-05-15,68.47,Shop,Manchester,2021-01-28,Yes,4
D02213,2024-10-28,43.23,Shop,Edinburgh,2021-01-28,Yes,4
D02213,2024-10-16,13.06,Campaign,Leeds,2021-01-28,Yes,4
D02214,2024-03-26,102.15,Event,Manchester,2021-08-17,Yes,3
D02214,2023-01-30,26.45,Online,London,2021-08-17,Yes,3
D02215,2024-03-16,17.81,Event,Manchester,2022-07-03,No,4
D02215,2024-07-22,20.63,Campaign,Birmingham,2022-07-03,No,4
D02215,2023-05-31,35.42,Shop,Edinburgh,2022-07-03,No,4
D02216,2023-08-25,11.1,Online,Edinburgh,2023-07-06,Yes,3
D02217,2022-09-16,90.27,Event,Glasgow,2020-09-03,Yes,2
D02217,2021-04-15,69.66,Online,Leeds,2020-09-03,Yes,2
D02218,2020-10-23,48.28,Event,Edinburgh,2020-10-22,Yes,4
D02218,2022-04-26,60.25,Event,Edinburgh,2020-10-22,No,4
D02218,2020-11-16,23.16,Shop,London,2020-10-22,Yes,4
D02218,2022-07-14,59.16,Online,Birmingham,2020-10-22,No,4
D02219,2024-08-03,21.86,Event,Leeds,2020-08-13,No,10
D02219,2022-01-15,16.57,Shop,Glasgow,2020-08-13,Yes,10
D02219,2020-11-11,21.87,Shop,London,2020-08-13,No,10
D02219,2021-05-25,45.31,Online,Edinburgh,2020-08-13,No,10
D02219,2021-03-19,14.5,Campaign,Birmingham,2020-08-13,No,10
D02219,2021-04-19,18.6,Event,London,2020-08-13,No,10
D02219,2023-03-17,212.93,Shop,Manchester,2020-08-13,Yes,10
D02219,2022-10-04,11.56,Campaign,Leeds,2020-08-13,No,10
D02219,2022-02-28,98.44,Event,Leeds,2020-08-13,Yes,10
D02219,2021-07-25,143.04,Campaign,Manchester,2020-08-13,Yes,10
D02220,2024-07-04,72.41,Campaign,Manchester,2022-06-19,Yes,2
D02220,2023-04-24,15.68,Campaign,Manchester,2022-06-19,No,2
D02221,2024-01-20,34.07,Campaign,Edinburgh,2023-09-03,Yes,5
D02221,2024-12-05,51.18,Event,Birmingham,2023-09-03,No,5
D02221,2024-06-25,24.82,Online,Birmingham,2023-09-03,Yes,5
D02222,2024-11-12,88.5,Event,London,2023-10-07,Yes,6
D02223,2024-07-23,13.67,Online,London,2021-03-17,Yes,3
D02223,2021-05-20,55.08,Event,Manchester,2021-03-17,No,3
D02223,2022-10-09,57.05,Shop,Edinburgh,2021-03-17,Yes,3
D02224,2024-01-16,29.23,Online,Glasgow,2023-12-15,No,8
D02224,2024-05-17,16.31,Online,Edinburgh,2023-12-15,Yes,8
D02224,2024-06-22,40.3,Online,Leeds,2023-12-15,Yes,8
D02225,2023-07-12,17.75,Event,Manchester,2023-01-13,Yes,3
D02226,2022-05-15,133.49,Shop,Manchester,2022-03-09,No,3
D02226,2023-11-08,17.74,Online,Birmingham,2022-03-09,Yes,3
D02227,2023-06-12,52.94,Online,Birmingham,2021-08-31,No,3
D02227,2022-10-28,28.4,Campaign,Leeds,2021-08-31,Yes,3
D02227,2022-01-19,41.98,Campaign,Liverpool,2021-08-31,No,3
D02228,2023-03-07,64.29,Campaign,Manchester,2022-10-26,Yes,5
D02228,2023-12-11,50.0,Shop,Edinburgh,2022-10-26,Yes,5
D02228,2024-07-30,14.1,Shop,Liverpool,2022-10-26,No,5
D02229,2023-01-08,36.03,Campaign,Liverpool,2022-03-05,Yes,2
D02229,2024-01-04,94.68,Online,Liverpool,2022-03-05,No,2
D02230,2024-02-26,18.28,Online,Leeds,2021-12-13,No,4
D02230,2023-11-06,60.02,Online,Liverpool,2021-12-13,Yes,4
D02230,2024-05-16,196.01,Campaign,Birmingham,2021-12-13,Yes,4
D02230,2024-04-30,32.25,Online,Manchester,2021-12-13,Yes,4
D02232,2024-09-20,148.59,Shop,Edinburgh,2023-04-21,Yes,4
D02233,2023-10-04,34.37,Campaign,London,2022-04-02,Yes,3
D02233,2024-08-16,10.4,Event,London,2022-04-02,No,3
D02234,2020-07-30,68.06,Online,Birmingham,2020-01-12,No,3
D02234,2021-12-14,25.5,Shop,Birmingham,2020-01-12,No,3
D02234,2021-09-17,46.16,Shop,Liverpool,2020-01-12,Yes,3
D02235,2023-12-31,16.59,Campaign,Liverpool,2020-02-15,Yes,6
D02235,2022-11-10,17.2,Campaign,Edinburgh,2020-02-15,Yes,6
D02235,2023-10-29,29.68,Campaign,Glasgow,2020-02-15,Yes,6
D02235,2021-09-09,53.85,Campaign,Glasgow,2020-02-15,No,6
D02235,2022-10-03,39.32,Online,Birmingham,2020-02-15,Yes,6
D02235,2023-05-08,34.64,Campaign,Glasgow,2020-02-15,Yes,6
D02236,2023-10-03,39.62,Campaign,Glasgow,2022-11-22,No,5
D02236,2023-06-10,80.19,Event,Leeds,2022-11-22,No,5
D02236,2023-07-01,75.92,Online,Liverpool,2022-11-22,No,5
D02237,2023-12-22,227.05,Online,Glasgow,2021-10-04,Yes,3
D02237,2024-03-18,13.58,Event,Edinburgh,2021-10-04,No,3
D02237,2023-10-25,16.63,Online,Manchester,2021-10-04,No,3
D02238,2024-05-17,112.99,Event,Manchester,2020-11-08,Yes,4
D02238,2023-05-31,47.63,Campaign,Leeds,2020-11-08,Yes,4
D02238,2023-03-14,33.85,Online,Leeds,2020-11-08,Yes,4
D02238,2022-11-10,64.37,Online,Liverpool,2020-11-08,No,4
D02239,2021-06-27,62.24,Campaign,Manchester,2020-11-14,No,3
D02239,2024-10-19,16.42,Shop,Manchester,2020-11-14,No,3
D02239,2021-04-05,33.23,Event,Birmingham,2020-11-14,Yes,3
D02240,2022-12-26,36.24,Event,London,2021-09-11,Yes,4
D02240,2022-09-01,116.01,Shop,Leeds,2021-09-11,No,4
D02240,2022-09-17,18.03,Event,Birmingham,2021-09-11,No,4
D02240,2023-05-02,15.02,Campaign,Glasgow,2021-09-11,Yes,4
D02241,2021-03-05,27.77,Online,Glasgow,2021-01-14,No,5
D02241,2022-05-21,51.61,Campaign,Liverpool,2021-01-14,Yes,5
D02241,2021-03-24,34.58,Online,Edinburgh,2021-01-14,Yes,5
D02241,2024-12-06,72.75,Online,Manchester,2021-01-14,No,5
D02241,2022-02-05,50.33,Online,Edinburgh,2021-01-14,Yes,5
D02242,2021-11-13,16.41,Event,Glasgow,2021-10-02,No,4
D02242,2023-12-25,25.05,Online,Edinburgh,2021-10-02,No,4
D02242,2021-11-20,14.95,Event,Leeds,2021-10-02,No,4
D02242,2024-09-05,29.08,Online,Liverpool,2021-10-02,No,4
D02243,2024-06-23,143.44,Campaign,London,2021-01-08,No,3
D02243,2021-09-01,18.17,Shop,London,2021-01-08,Yes,3
D02243,2021-05-13,31.58,Online,Birmingham,2021-01-08,No,3
D02244,2023-02-06,125.66,Online,Manchester,2020-04-07,Yes,5
D02244,2022-02-17,12.31,Online,Manchester,2020-04-07,No,5
D02244,2020-09-30,10.28,Online,Glasgow,2020-04-07,No,5
D02244,2023-05-15,33.77,Event,Glasgow,2020-04-07,No,5
D02244,2023-01-21,39.35,Shop,Birmingham,2020-04-07,Yes,5
D02245,2024-04-17,65.36,Campaign,Manchester,2022-08-12,No,4
D02245,2024-07-09,44.91,Shop,Leeds,2022-08-12,No,4
D02245,2023-05-30,80.05,Online,Liverpool,2022-08-12,No,4
D02246,2021-11-23,20.56,Online,Manchester,2020-11-24,Yes,7
D02246,2023-01-13,37.87,Online,Edinburgh,2020-11-24,No,7
D02246,2024-06-09,70.48,Shop,Glasgow,2020-11-24,Yes,7
D02246,2021-10-19,14.4,Campaign,Glasgow,2020-11-24,No,7
D02246,2021-07-07,39.23,Shop,Birmingham,2020-11-24,Yes,7
D02246,2023-03-15,24.67,Shop,London,2020-11-24,Yes,7
D02246,2022-07-03,133.52,Event,Birmingham,2020-11-24,No,7
D02247,2023-12-23,13.38,Campaign,Manchester,2022-03-21,No,4
D02248,2024-04-25,32.62,Online,Liverpool,2021-11-12,No,6
D02248,2024-04-21,17.77,Event,Birmingham,2021-11-12,No,6
D02248,2024-11-03,46.45,Shop,Manchester,2021-11-12,No,6
D02248,2023-03-20,47.51,Shop,Leeds,2021-11-12,No,6
D02248,2023-01-11,32.88,Campaign,Edinburgh,2021-11-12,No,6
D02249,2024-06-06,36.4,Online,Birmingham,2022-10-25,Yes,4
D02249,2024-09-08,66.67,Shop,Birmingham,2022-10-25,No,4
D02249,2024-04-07,32.06,Event,Birmingham,2022-10-25,Yes,4
D02250,2024-01-07,57.05,Online,Liverpool,2023-07-22,Yes,5
D02250,2024-05-02,35.94,Online,Leeds,2023-07-22,Yes,5
D02250,2024-03-17,36.27,Campaign,Liverpool,2023-07-22,No,5
D02250,2024-01-20,63.43,Campaign,London,2023-07-22,Yes,5
D02251,2024-09-19,128.12,Shop,Leeds,2021-02-10,No,1
D02252,2024-10-29,50.64,Campaign,Birmingham,2023-04-11,Yes,4
D02252,2023-09-02,67.23,Shop,London,2023-04-11,No,4
D02253,2022-04-03,28.5,Event,Leeds,2020-05-25,Yes,3
D02253,2021-06-12,48.81,Online,Manchester,2020-05-25,Yes,3
D02253,2020-08-19,60.36,Shop,Leeds,2020-05-25,No,3
D02255,2024-05-17,28.0,Online,Glasgow,2022-08-20,Yes,4
D02255,2023-07-21,42.11,Campaign,Glasgow,2022-08-20,No,4
D02256,2023-10-16,33.41,Event,London,2021-07-13,Yes,4
D02256,2024-01-27,41.47,Campaign,Liverpool,2021-07-13,No,4
D02256,2023-05-01,20.99,Shop,London,2021-07-13,Yes,4
D02256,2021-11-14,21.46,Shop,Leeds,2021-07-13,No,4
D02257,2022-06-11,17.69,Campaign,Manchester,2021-10-18,Yes,5
D02257,2023-06-13,54.68,Event,Liverpool,2021-10-18,No,5
D02257,2023-09-07,98.16,Event,Edinburgh,2021-10-18,Yes,5
D02257,2021-11-12,14.82,Online,London,2021-10-18,No,5
D02257,2023-04-04,17.01,Event,Edinburgh,2021-10-18,No,5
D02258,2024-09-23,30.97,Shop,Edinburgh,2021-10-12,No,4
D02258,2022-09-02,38.13,Campaign,Manchester,2021-10-12,Yes,4
D02258,2024-02-11,85.21,Event,London,2021-10-12,No,4
D02260,2024-06-26,27.34,Event,London,2021-03-26,Yes,3
D02260,2024-05-19,11.83,Campaign,Glasgow,2021-03-26,Yes,3
D02260,2022-04-04,88.61,Campaign,Glasgow,2021-03-26,Yes,3
D02261,2021-12-09,108.52,Campaign,Glasgow,2020-09-05,Yes,5
D02261,2023-11-11,71.38,Online,Liverpool,2020-09-05,Yes,5
D02261,2020-11-24,128.66,Campaign,Birmingham,2020-09-05,No,5
D02261,2020-10-25,38.04,Campaign,Liverpool,2020-09-05,Yes,5
D02261,2024-05-10,28.38,Event,Manchester,2020-09-05,No,5
D02262,2023-09-01,50.55,Event,Leeds,2023-06-21,Yes,5
D02264,2024-03-28,23.19,Event,Manchester,2023-05-09,No,5
D02268,2024-12-15,71.22,Event,Liverpool,2023-11-01,No,5
D02268,2024-03-11,52.15,Online,Glasgow,2023-11-01,No,5
D02269,2023-10-12,99.23,Event,Edinburgh,2020-07-19,Yes,4
D02269,2021-02-24,27.53,Event,Edinburgh,2020-07-19,No,4
D02269,2021-05-02,39.73,Online,London,2020-07-19,Yes,4
D02269,2023-05-29,30.24,Shop,Edinburgh,2020-07-19,Yes,4
D02270,2021-12-22,40.88,Shop,London,2020-04-06,Yes,5
D02270,2021-02-14,60.05,Campaign,Edinburgh,2020-04-06,Yes,5
D02270,2021-02-07,103.62,Event,Leeds,2020-04-06,No,5
D02270,2020-11-28,100.14,Online,Leeds,2020-04-06,Yes,5
D02270,2022-06-12,112.74,Campaign,Birmingham,2020-04-06,No,5
D02272,2021-08-02,35.16,Shop,Edinburgh,2020-01-31,No,5
D02272,2022-10-08,24.0,Campaign,Birmingham,2020-01-31,No,5
D02272,2022-11-28,144.87,Campaign,Manchester,2020-01-31,No,5
D02272,2021-10-19,44.23,Online,London,2020-01-31,Yes,5
D02272,2023-08-31,42.6,Shop,London,2020-01-31,Yes,5
D02273,2023-01-19,35.94,Online,Edinburgh,2021-05-11,No,2
D02273,2023-11-29,29.92,Campaign,Leeds,2021-05-11,No,2
D02274,2021-05-06,44.09,Shop,Edinburgh,2021-03-26,Yes,3
D02274,2023-10-14,195.18,Shop,Glasgow,2021-03-26,No,3
D02274,2024-02-02,14.89,Shop,Birmingham,2021-03-26,Yes,3
D02275,2024-04-30,19.09,Event,Leeds,2021-10-09,No,5
D02275,2022-12-01,137.0,Campaign,Edinburgh,2021-10-09,Yes,5
D02275,2023-09-01,41.8,Event,Leeds,2021-10-09,No,5
D02275,2023-09-17,60.89,Campaign,Birmingham,2021-10-09,No,5
D02276,2023-12-25,170.5,Shop,Edinburgh,2022-06-24,No,2
D02277,2021-08-01,40.05,Online,Glasgow,2020-02-06,Yes,4
D02277,2023-05-15,65.19,Shop,Leeds,2020-02-06,No,4
D02277,2024-01-28,33.36,Shop,Leeds,2020-02-06,Yes,4
D02277,2022-11-17,37.21,Online,Liverpool,2020-02-06,No,4
D02278,2024-07-07,39.3,Campaign,Birmingham,2022-10-27,Yes,4
D02278,2023-04-05,33.41,Event,Edinburgh,2022-10-27,Yes,4
D02278,2022-11-01,99.48,Online,Birmingham,2022-10-27,Yes,4
D02279,2024-02-12,61.12,Online,Birmingham,2023-06-07,No,4
D02279,2024-06-06,21.25,Shop,Leeds,2023-06-07,Yes,4
D02280,2024-03-30,30.89,Event,Glasgow,2023-04-18,Yes,3
D02280,2024-01-19,27.59,Shop,Leeds,2023-04-18,Yes,3
D02281,2024-10-13,23.58,Online,Manchester,2023-01-12,No,3
D02282,2023-11-20,46.02,Campaign,Liverpool,2022-08-07,No,6
D02282,2023-11-28,24.63,Campaign,Leeds,2022-08-07,No,6
D02282,2023-05-13,18.2,Online,Manchester,2022-08-07,Yes,6
D02283,2024-11-17,37.5,Shop,Birmingham,2023-06-20,Yes,2
D02283,2024-09-15,73.6,Online,Edinburgh,2023-06-20,Yes,2
D02284,2023-04-13,20.43,Shop,Liverpool,2021-11-20,Yes,1
D02285,2024-05-11,17.86,Shop,London,2022-08-14,No,7
D02285,2023-09-06,51.24,Shop,Edinburgh,2022-08-14,Yes,7
D02285,2023-11-25,77.81,Campaign,Edinburgh,2022-08-14,Yes,7
D02285,2023-11-27,16.46,Campaign,Edinburgh,2022-08-14,No,7
D02285,2024-08-10,27.89,Online,London,2022-08-14,No,7
D02285,2024-07-12,65.47,Shop,Birmingham,2022-08-14,Yes,7
D02286,2023-10-08,88.71,Online,Edinburgh,2022-08-30,No,5
D02286,2024-08-02,14.68,Campaign,Edinburgh,2022-08-30,No,5
D02286,2024-05-08,30.08,Shop,Edinburgh,2022-08-30,No,5
D02287,2024-06-06,32.68,Campaign,Birmingham,2020-10-07,Yes,7
D02287,2021-05-23,120.38,Event,Manchester,2020-10-07,No,7
D02287,2023-06-01,139.33,Campaign,London,2020-10-07,No,7
D02287,2024-03-10,14.5,Online,Manchester,2020-10-07,No,7
D02287,2021-08-09,95.24,Online,Glasgow,2020-10-07,Yes,7
D02287,2022-05-17,146.23,Campaign,Edinburgh,2020-10-07,No,7
D02287,2024-06-07,30.07,Online,Edinburgh,2020-10-07,Yes,7
D02288,2023-12-30,91.9,Shop,Liverpool,2020-01-22,Yes,2
D02288,2022-02-06,69.77,Shop,Glasgow,2020-01-22,Yes,2
D02289,2024-02-07,73.21,Campaign,London,2020-03-01,No,2
D02289,2023-10-05,27.78,Shop,Liverpool,2020-03-01,Yes,2
D02290,2024-05-23,122.47,Campaign,London,2022-01-05,No,3
D02290,2022-08-28,35.69,Shop,Edinburgh,2022-01-05,Yes,3
D02291,2024-05-27,58.62,Event,Glasgow,2023-04-21,No,1
D02292,2023-07-16,17.31,Event,Glasgow,2022-05-10,No,5
D02292,2023-06-27,20.95,Online,Liverpool,2022-05-10,Yes,5
D02292,2023-03-04,14.98,Event,Leeds,2022-05-10,Yes,5
D02292,2023-03-09,118.6,Campaign,Manchester,2022-05-10,Yes,5
D02293,2024-08-20,21.83,Event,Leeds,2023-08-10,Yes,5
D02293,2024-11-10,172.29,Online,Manchester,2023-08-10,No,5
D02293,2024-12-23,10.86,Campaign,Edinburgh,2023-08-10,Yes,5
D02294,2024-10-15,72.56,Event,London,2022-05-04,No,5
D02294,2023-01-02,131.9,Shop,London,2022-05-04,Yes,5
D02295,2022-12-13,52.82,Event,London,2021-12-08,Yes,7
D02295,2024-03-19,18.79,Shop,London,2021-12-08,Yes,7
D02295,2022-05-26,55.33,Campaign,Manchester,2021-12-08,No,7
D02295,2023-05-08,26.75,Campaign,Liverpool,2021-12-08,Yes,7
D02295,2023-11-09,12.28,Online,Liverpool,2021-12-08,Yes,7
D02296,2023-02-16,57.58,Event,Liverpool,2021-10-17,Yes,6
D02296,2021-11-06,90.73,Shop,Liverpool,2021-10-17,No,6
D02296,2022-05-31,73.02,Event,Birmingham,2021-10-17,No,6
D02296,2022-04-15,66.99,Event,London,2021-10-17,Yes,6
D02296,2024-07-12,20.18,Campaign,London,2021-10-17,Yes,6
D02296,2024-05-01,50.08,Event,Leeds,2021-10-17,No,6
D02297,2024-10-28,20.45,Event,Edinburgh,2023-05-21,Yes,5
D02298,2024-05-31,21.39,Event,Manchester,2023-05-20,No,3
D02299,2024-03-10,20.2,Campaign,Glasgow,2023-12-09,No,4
D02300,2023-03-06,10.61,Shop,Birmingham,2020-12-22,No,2
D02300,2022-12-20,18.54,Event,Glasgow,2020-12-22,Yes,2
D02301,2022-09-07,30.59,Event,Birmingham,2022-07-15,Yes,6
D02301,2024-01-13,71.43,Shop,Manchester,2022-07-15,Yes,6
D02302,2024-01-01,71.23,Shop,Birmingham,2022-05-02,Yes,6
D02302,2024-11-24,33.34,Event,Edinburgh,2022-05-02,No,6
D02302,2023-05-12,19.59,Campaign,Edinburgh,2022-05-02,Yes,6
D02302,2023-02-26,21.08,Event,Liverpool,2022-05-02,Yes,6
D02304,2023-05-18,14.18,Campaign,Birmingham,2021-12-24,Yes,7
D02304,2024-09-01,142.71,Online,Manchester,2021-12-24,Yes,7
D02304,2024-04-13,28.68,Online,Glasgow,2021-12-24,Yes,7
D02304,2022-07-16,25.85,Campaign,Leeds,2021-12-24,No,7
D02304,2024-04-05,15.76,Campaign,Manchester,2021-12-24,No,7
D02305,2024-04-02,76.89,Campaign,Manchester,2020-10-09,Yes,4
D02305,2023-11-22,13.72,Shop,Glasgow,2020-10-09,No,4
